Timestamp,"How do you pronounce ""both""?",What city do you consider yourself to be from?,"What state, province, or official national region do you consider yourself to be from?",What country are you from?,What is your postal or zip code?,Do you have any comments?
3/23/2016 22:12:18,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Sheboygan,Wisconsin,USA,53081,
3/26/2016 22:09:37,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Crown Point,Indiana,USA,46370,
3/30/2016 18:58:43,"both: rhymes with oath and there is no ""L"" sound",Nyc,"NY,CT",US,27104,
4/1/2016 22:03:59,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Seattle,Washington,United States,98034,
4/13/2016 12:03:32,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Niceville,Florida,USA ,33755,
4/14/2016 22:31:18,"both: rhymes with oath and there is no ""L"" sound",Phoenix,AZ,United Kingdom,85201,"I'm English by birth Irish by blood, American by dialect and dual citizenship. It's pronounced like oath."
4/15/2016 7:10:50,"both: rhymes with oath and there is no ""L"" sound",Cedar Rapids,Iowa,United States,52402,
4/15/2016 10:36:17,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Los Angeles,Southern California,United States,92881,
4/15/2016 13:51:21,"both: rhymes with oath and there is no ""L"" sound",san diego,southern california,usa,91709,
4/16/2016 15:55:04,"both: rhymes with oath and there is no ""L"" sound",Memphis,Tennessee,United States,38120,"""bolth"" sounds really annoying"
4/20/2016 11:14:49,"both: rhymes with oath and there is no ""L"" sound",Melbourne,Victoria,Australia,3136,"It seems very strange that anyone would pronounce ""both"" with a non-existent ""L"".
I have only ever heard it said in such a way as to rhyme with ""oath"" and ""growth"", with the rare exception of any poorly-spoken bogan who pronounces a variety of words badly, whether it be both/boaf, truth/troof, or you/ya.
If the word ""both"" was to be mistakenly pronounced as it is spelt, I could well imagine someone pronouncing it as rhyming with ""cloth"", but to mispronounce it with an ""L"" must be the product of some sort of odd regional dialect.
[A. Guild]"
4/20/2016 21:59:05,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""","Miami, FL",FL,US,23836,
4/27/2016 5:45:24,"both: rhymes with oath and there is no ""L"" sound",I am accent-free,Suburban Philadelphia ,USA,33914,
4/27/2016 22:23:28,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Seattle,Washington,United States,98052,
5/4/2016 19:42:30,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",huntington beach,ca,usa,92646,
5/4/2016 22:38:52,"both: rhymes with oath and there is no ""L"" sound",Oklahoma City ,OK,USA,73120,
5/7/2016 19:25:10,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Dallas,Texas,United States,75088,
5/20/2016 14:35:44,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""", Chicago, Missouri ,United States,75035,
5/21/2016 7:33:08,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""","Sheboygan, WI",Wisconsin,USA,53044,
5/21/2016 9:09:11,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Philadelphia,Pennsylvania,United States,19083,
5/27/2016 12:22:21,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Gonzales,Louisiana,United States,70737,
5/29/2016 19:33:40,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Annapolis,Maryland,USA ,21146,
6/2/2016 14:32:07,"both: rhymes with oath and there is no ""L"" sound",Edmonton,Alberta,Canada,T6j2e3,
6/3/2016 8:22:32,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Littleton ,Colorado,U.S.A,37221,I've lived in Colorado half my life till I moved to Tennessee where people started noticing me saying bolth instead of both
6/4/2016 4:49:46,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",New York,New Jersey,United States,7046,
6/7/2016 19:07:04,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",O'Fallon,IL,United States,62269,
6/10/2016 7:45:52,"both: rhymes with oath and there is no ""L"" sound","Stockton, Illinois",Illinois,USA,53901,
6/20/2016 20:29:53,"both: rhymes with oath and there is no ""L"" sound",Atlanta,Georgia,US,30350,
6/28/2016 13:14:29,"both: rhymes with oath and there is no ""L"" sound",Atlanta,Georgia,United States,30332,
7/13/2016 17:03:47,"both: rhymes with oath and there is no ""L"" sound",Lincoln,NE,U.S.,68503,
7/14/2016 21:35:42,"both: rhymes with oath and there is no ""L"" sound",New Castle,DE,USA,"19086 (currently, 19720 then)",The other options seem to be speech impediments.
7/15/2016 16:21:19,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",NAVARRE,FL,United States,32566,
7/30/2016 10:37:53,"both: rhymes with oath and there is no ""L"" sound",Fremont,California,United States,94536,"I first noticed people saying ""bolth"" after moving to the Boston area."
7/31/2016 19:40:11,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Fairfield,California,Usa,94533,
8/3/2016 8:43:00,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",New York,New Jersey,United States of America,7046,
8/23/2016 21:07:53,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Seattle,Washington State,United States of America,98117,
8/31/2016 12:54:24,"both: rhymes with oath and there is no ""L"" sound",South Bend,Indiana,United States,46614,
9/3/2016 21:41:48,"both: rhymes with oath and there is no ""L"" sound",Annapolis,Maryland,USA,21402,
9/4/2016 10:54:35,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Chicago,Illinois,Usa,85340,
9/9/2016 23:45:31,more than one way,Buffalo grove,Illinois,United states,60089,
9/16/2016 17:01:06,"both: rhymes with oath and there is no ""L"" sound",Kingston,Ontario,Canada,K4M 1B3,
9/26/2016 17:03:49,more than one way,Chicago,Illinois,United States of America,60432,"I say both ""both"" and ""bolth."""
9/28/2016 17:23:46,"both: rhymes with oath and there is no ""L"" sound",Austin,TX,USA,31315,
9/29/2016 5:20:57,"both: rhymes with oath and there is no ""L"" sound",Cape Town,Western Cape,South Africa,7560,I was taught to accept 'bolth' of the methods of pronouncing 'both'.
9/29/2016 20:52:39,"both: rhymes with oath and there is no ""L"" sound",Melbourne,Victoria,Australia,3199,never heard bolth
10/3/2016 8:08:11,"both: rhymes with oath and there is no ""L"" sound",Raleigh,North Carolina,USA,27513,No
10/8/2016 16:18:47,"both: rhymes with oath and there is no ""L"" sound",Toronto,Ontario,Canada,M9A 3X3,I only first heard bolth when I moved out to California. Mostly I heard it from one person from Ohio though
10/22/2016 15:53:49,"both: rhymes with oath and there is no ""L"" sound","Weatherford, Oklahoma",Alaska,USA,4401,"Originally from Ketchikan, Alaska, with a rich infusion of Southern drawl, coming from my years at SWOSU in Weatherford, Oklahoma, I now live in Bangor, Maine where I have utterly failed to acquire the least bit of New England accent, as far as I can tell, despite living here for 11+ years.  I can affect something of a Mainer accent, but it is very unnatural for me.  Many folks around here notice my ""Southern"" accent, which is very easily acquired."
10/27/2016 19:09:01,"both: rhymes with oath and there is no ""L"" sound",Honolulu,Hawaii,Hawaii,96816,
10/28/2016 10:32:37,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Chicago,Illinois,United States,75082,I have influence from Minnesota as well!
10/30/2016 17:42:04,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Detroit,Michigan,United States,48383, 
11/5/2016 16:31:27,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Chicago,Northwest Indiana ,Usa,46304,My parents do not pronounce it bolts. They pronounce it without the l sound.
11/14/2016 11:00:43,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Plymouth,Minnesota,USA,55442,
11/19/2016 10:35:16,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Chicago,Illinois,United States,61350,
12/5/2016 16:54:16,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",detroit,michigan,USA,48383,no
12/6/2016 19:51:29,"both: rhymes with oath and there is no ""L"" sound",Sydney,New South Wales,Australia,2000,
12/8/2016 8:48:37,"both: rhymes with oath and there is no ""L"" sound",Champaign,Illinois ,Champaign,21211,
12/8/2016 16:54:21,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Louisville,Kentucky,United States,40245,
12/8/2016 20:15:12,"both: rhymes with oath and there is no ""L"" sound",Martinez,GA,United States,30907,
12/9/2016 8:30:44,"both: rhymes with oath and there is no ""L"" sound",Arlington,"Virginia, Mid-Atlantic",USA,22201,
12/9/2016 19:05:32,"both: rhymes with oath and there is no ""L"" sound","Louisville, Ky",KY,United States,40165,
12/12/2016 10:30:35,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",San Diego,California,United States,92120,
12/12/2016 16:52:05,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Guilford,CT,United States,6437,
12/14/2016 19:09:16,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""","Salt Lake City, Utah","Nashville, TN",USA,37135,
12/16/2016 19:16:47,"both: rhymes with oath and there is no ""L"" sound","Washington, DC",Virginia,U.S.,20152,"I say it without the l sound, but my husband and some of my children say it with the l sound."
12/23/2016 14:53:40,"both: rhymes with oath and there is no ""L"" sound",New York,New York,USA,10024,
12/24/2016 15:40:34,"both: rhymes with oath and there is no ""L"" sound",Lancaster,Pa,Usa,17547,
1/1/2017 16:27:06,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",St.Louis,Missouri ,USA,64093,
1/4/2017 14:21:12,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Omaha,Nebraska ,United States,68135,
1/16/2017 4:09:19,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",St. Louis ,Illinois,United States,62254,
1/16/2017 20:49:42,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Seattle,WA,USA,98070,
1/16/2017 20:53:19,"both: rhymes with oath and there is no ""L"" sound",Seattle,WA,USA,98070,"As a side note I can't say horn. It always sounds like ""hor-in"""
1/16/2017 21:05:31,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Phoenix,Arizona,USA,85254,
1/16/2017 21:06:05,"both: rhymes with oath and there is no ""L"" sound",Narragansett,Rhode Island,United States,2882,
1/16/2017 21:08:27,"both: rhymes with oath and there is no ""L"" sound",Vashon,Washington,United States,98070,
1/16/2017 21:18:24,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Billings,Montana,USA ,98070,
1/16/2017 21:18:46,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Missoula,Montana ,USA,59803,
1/16/2017 21:22:40,"both: rhymes with oath and there is no ""L"" sound",melbourne,queensland,australia,98070,
1/16/2017 21:24:01,"both: rhymes with oath and there is no ""L"" sound",Boston,MA,USA,98070,
1/16/2017 21:37:06,"both: rhymes with oath and there is no ""L"" sound",Phoenix,Arizona,United States,98070,I spent some summers in Arkansas as a young child.  I have lived in the PNW for over 20 years now - but was raised in AZ.
1/16/2017 22:12:44,"both: rhymes with oath and there is no ""L"" sound",Seattle,Washington ,United States ,98070,
1/16/2017 23:01:51,"both: rhymes with oath and there is no ""L"" sound",San francisco,California,US,98070,
1/17/2017 4:14:24,"both: rhymes with oath and there is no ""L"" sound",Mission viejo ,California,United states,92610,
1/17/2017 6:43:12,"both: rhymes with oath and there is no ""L"" sound","Fort Worth, Texas",Texas,Usa,98121,
1/17/2017 6:55:06,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",boston,massachusetts,usa,98136,
1/17/2017 7:26:45,"both: rhymes with oath and there is no ""L"" sound",Seattle,WA,United States,98133,
1/17/2017 7:47:42,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Boston,MA,USA,98070,
1/17/2017 8:32:09,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Seattle,Washington ,USA,98155,
1/17/2017 8:41:00,"both: rhymes with oath and there is no ""L"" sound",Portland,Oregon,United States,97230,
1/17/2017 8:53:29,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Seattle,Washington,USA,98070,
1/17/2017 9:04:00,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Dearborn,Michigan,USA,48125,
1/17/2017 9:09:00,"both: rhymes with oath and there is no ""L"" sound",Cleveland,Ohio,USA,98070,
1/17/2017 9:14:58,"both: rhymes with oath and there is no ""L"" sound",New York,New York,USA,98070,
1/17/2017 9:26:47,"both: rhymes with oath and there is no ""L"" sound",Seattle ,Washington state,United states ,98070,
1/17/2017 9:58:38,more than one way,Seattle ,Washington ,USA,97477,
1/17/2017 10:36:07,"both: rhymes with oath and there is no ""L"" sound",Seattle,Washington,USA,98070,
1/17/2017 10:52:42,"both: rhymes with oath and there is no ""L"" sound",Seattle,Washington,USA,98070,
1/17/2017 10:59:34,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Billings,Montana,USA ,98070,
1/17/2017 13:35:14,"both: rhymes with oath and there is no ""L"" sound",seattle,wa,United States,98110,
1/17/2017 15:12:14,"both: rhymes with oath and there is no ""L"" sound",Ventura,Southern California,USA,98070,
1/17/2017 15:55:56,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Seattle,Washington ,Usa,98070,
1/17/2017 20:49:07,"both: rhymes with oath and there is no ""L"" sound",Seattle,WA,USA,98070,"As a side note I can't say horn. It always sounds like ""hor-in"""
1/17/2017 21:43:54,"both: rhymes with oath and there is no ""L"" sound",Seattle,WA,USA,98070,"As a side note I can't say horn. It always sounds like ""hor-in"""
1/17/2017 21:44:26,"both: rhymes with oath and there is no ""L"" sound",Seattle,WA,USA,98070,"As a side note I can't say horn. It always sounds like ""hor-in"""
1/17/2017 22:27:19,"both: rhymes with oath and there is no ""L"" sound",Vashon,Washington,United States,98070,
1/18/2017 14:37:17,"both: rhymes with oath and there is no ""L"" sound",Portland,Oregon,USA,98042,
1/27/2017 2:39:49,"both: rhymes with oath and there is no ""L"" sound",Toronto,Ontario,Canada,l4h0m1,There is probably a correct way of pronouncing words and an incorrect way. People SHOULD use the correct way.
1/28/2017 3:11:53,more than one way,Shepparton ,Victoria,Australia,3629,
1/30/2017 21:57:22,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Cleveland ,Ohio ,United States ,44116,
1/31/2017 15:36:02,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Toronto,ON,Canada,-,
2/3/2017 9:44:11,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Chicago,Arkansas,United States,40390,
2/4/2017 10:04:49,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Chicago,Illinois ,United states,60005,People always correct...
2/4/2017 10:05:00,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Chicago,Illinois ,United states,60005,People always correct...
2/5/2017 15:09:25,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Columbia,Maryland ,United States,20145,
2/9/2017 3:46:52,"both: rhymes with oath and there is no ""L"" sound","San Antonio, Texas",South Texas,USA,78109,"""Both"" is spelled without an 'L'. Just like some people say ""Melk"" instead of ""Milk"" this bugs the heck out of me."
2/14/2017 9:49:59,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Saint Joseph,Missouri,United States,64506,
2/15/2017 16:34:17,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Temecula,Southern California,USA,98107,
3/1/2017 6:02:28,"both: rhymes with oath and there is no ""L"" sound",Chicago,IL,USA,13135,
3/13/2017 8:22:04,"both: rhymes with oath and there is no ""L"" sound",Atlanta,Georgia,United States,30044,
3/23/2017 9:26:33,"bowlth or bolth: there's an ""L"" sound, like ""bowl"" plus ""th""",Los Angeles,Colorado,United States,80223,
3/23/2017 13:21:29,"both: rhymes with oath and there is no ""L"" sound","Wilmington, NC ",North Carolina,United States ,27540,
3/27/2017 16:59:33,more than one way,"Santa Rosa, CA",California,USA,95616,
